Date,Open,High,Low,Close,Adj Close,Volume
7/17/2015,8623.650391,8642.950195,8593.150391,8609.849609,8609.849609,105000
7/20/2015,8623.900391,8624.099609,8559,8603.450195,8603.450195,90600
7/21/2015,8601.5,8646.75,8517.900391,8529.450195,8529.450195,164100
7/22/2015,8512.25,8643.900391,8498.650391,8633.5,8633.5,136800
7/23/2015,8643.950195,8654.75,8573.799805,8589.799805,8589.799805,132900
7/24/2015,8588.150391,8589.150391,8513.5,8521.549805,8521.549805,127400
7/27/2015,8492.099609,8492.200195,8351.549805,8361,8361,136600
7/28/2015,8371.099609,8397.400391,8321.75,8337,8337,174600
7/29/2015,8365.599609,8381.5,8338.450195,8375.049805,8375.049805,141000
7/30/2015,8417,8458.900391,8408.299805,8421.799805,8421.799805,215200
7/31/2015,8456.099609,8548.950195,8448,8532.849609,8532.849609,203300
8/3/2015,8510.650391,8563.950195,8508.099609,8543.049805,8543.049805,156700
8/4/2015,8564.099609,8565.150391,8448.25,8516.900391,8516.900391,187400
8/5/2015,8547.450195,8591.849609,8545.849609,8567.950195,8567.950195,132800
8/6/2015,8585.799805,8606.299805,8551.5,8588.650391,8588.650391,134900
8/7/2015,8580.799805,8595.950195,8552.700195,8564.599609,8564.599609,143700
8/10/2015,8577,8621.549805,8497.799805,8525.599609,8525.599609,123400
8/11/2015,8548.450195,8556.25,8441.299805,8462.349609,8462.349609,154400
8/12/2015,8445.700195,8446.950195,8337.950195,8349.450195,8349.450195,190000
8/13/2015,8384.450195,8429.5,8339.75,8355.849609,8355.849609,189200
8/14/2015,8402.349609,8530.099609,8381.200195,8518.549805,8518.549805,155900
8/17/2015,8530.5,8530.599609,8428.049805,8477.299805,8477.299805,174700
8/18/2015,8505.849609,8525.75,8433.599609,8466.549805,8466.549805,153300
8/19/2015,8468.049805,8520.450195,8425.950195,8495.150391,8495.150391,130500
8/20/2015,8471.049805,8501.349609,8359.75,8372.75,8372.75,184100
8/21/2015,8305.400391,8322.200195,8225.049805,8299.950195,8299.950195,201300
8/24/2015,8055.950195,8060.049805,7769.399902,7809,7809,312400
8/25/2015,7895.399902,7925.399902,7667.25,7880.700195,7880.700195,299100
8/26/2015,7865.25,7930.049805,7777.100098,7791.850098,7791.850098,216600
8/27/2015,7921.600098,7963.600098,7862.299805,7948.950195,7948.950195,305000
8/28/2015,8053.700195,8091.799805,7961.649902,8001.950195,8001.950195,195600
8/31/2015,8009.25,8043.600098,7947.950195,7971.299805,7971.299805,198200
9/1/2015,7907.950195,7929.100098,7746.5,7785.850098,7785.850098,184900
9/2/2015,7856.649902,7862.549805,7699.25,7717,7717,215300
9/3/2015,7774.450195,7845.600098,7754.049805,7823,7823,155800
9/4/2015,7803.399902,7804.899902,7626.850098,7655.049805,7655.049805,193600
9/7/2015,7685.850098,7705.049805,7545.899902,7558.799805,7558.799805,141400
9/8/2015,7587.700195,7720.899902,7539.5,7688.25,7688.25,172200
9/9/2015,7805.850098,7846.049805,7764.549805,7818.600098,7818.600098,208400
9/10/2015,7729.049805,7819.850098,7678.5,7788.100098,7788.100098,160300
9/11/2015,7833.799805,7864.850098,7759.899902,7789.299805,7789.299805,136400
9/14/2015,7811.100098,7879.950195,7761.850098,7872.25,7872.25,122800
9/15/2015,7867.350098,7880,7799.75,7829.100098,7829.100098,136500
9/16/2015,7886.850098,7913.899902,7853.299805,7899.149902,7899.149902,140000
9/18/2015,7967.450195,8055,7955.850098,7981.899902,7981.899902,241800
9/21/2015,7911.5,7987.899902,7908.350098,7977.100098,7977.100098,121800
9/22/2015,8014.799805,8021.600098,7787.75,7812,7812,168400
9/23/2015,7737.350098,7882.899902,7723.25,7845.950195,7845.950195,146700
9/24/2015,7838.399902,7894.5,7804.100098,7868.5,7868.5,202500
9/28/2015,7892.799805,7893.950195,7787.950195,7795.700195,7795.700195,136300
9/29/2015,7725.700195,7926.549805,7691.200195,7843.299805,7843.299805,240700
9/30/2015,7924.25,7957.700195,7874.5,7948.899902,7948.899902,210700
10/1/2015,7992.049805,8008.25,7930.649902,7950.899902,7950.899902,156900
10/5/2015,8005.100098,8128.899902,8005.100098,8119.299805,8119.299805,183100
10/6/2015,8180.450195,8180.950195,8096.5,8152.899902,8152.899902,178500
10/7/2015,8146.200195,8188.899902,8132.899902,8177.399902,8177.399902,193900
10/8/2015,8196.75,8196.75,8105.850098,8129.350098,8129.350098,171700
10/9/2015,8186.350098,8232.200195,8139.649902,8189.700195,8189.700195,199700
10/12/2015,8231.5,8244.5,8128.200195,8143.600098,8143.600098,199100
10/13/2015,8121.950195,8150.25,8088.600098,8131.700195,8131.700195,145900
10/14/2015,8102.399902,8139.299805,8096.350098,8107.899902,8107.899902,138900
10/15/2015,8134.350098,8190.549805,8129.799805,8179.5,8179.5,167200
10/16/2015,8193.650391,8246.400391,8147.649902,8238.150391,8238.150391,156400
10/19/2015,8262.549805,8283.049805,8239.200195,8275.049805,8275.049805,124500
10/20/2015,8280.299805,8294.049805,8229.200195,8261.650391,8261.650391,155100
10/21/2015,8258.349609,8294.400391,8217.150391,8251.700195,8251.700195,144800
10/23/2015,8308.25,8328.099609,8280.75,8295.450195,8295.450195,152000
10/26/2015,8333.650391,8336.299805,8252.049805,8260.549805,8260.549805,133900
10/27/2015,8230.349609,8241.950195,8217.049805,8232.900391,8232.900391,156700
10/28/2015,8188.899902,8209.099609,8131.799805,8171.200195,8171.200195,188900
10/29/2015,8175.450195,8179.600098,8098,8111.75,8111.75,217500
10/30/2015,8123.549805,8146.100098,8044.399902,8065.799805,8065.799805,199500
11/2/2015,8054.549805,8060.700195,7995.600098,8050.799805,8050.799805,136100
11/3/2015,8086.350098,8100.350098,8031.75,8060.700195,8060.700195,132500
11/4/2015,8104.899902,8116.100098,8027.299805,8040.200195,8040.200195,122100
11/5/2015,8030.350098,8031.200195,7944.100098,7955.450195,7955.450195,132100
11/6/2015,7956.549805,8002.649902,7926.149902,7954.299805,7954.299805,219500
11/9/2015,7788.25,7937.75,7771.700195,7915.200195,7915.200195,211800
11/10/2015,7877.600098,7885.100098,7772.850098,7783.350098,7783.350098,165200
11/13/2015,7762.450195,7775.100098,7730.899902,7762.25,7762.25,160900
11/16/2015,7732.950195,7838.850098,7714.149902,7806.600098,7806.600098,149500
11/17/2015,7848.75,7860.450195,7793,7837.549805,7837.549805,145000
11/18/2015,7823.149902,7843.399902,7725.049805,7731.799805,7731.799805,143600
11/19/2015,7788.5,7854.899902,7765.450195,7842.75,7842.75,132600
11/20/2015,7841.899902,7906.950195,7817.799805,7856.549805,7856.549805,151900
11/23/2015,7869.5,7877.5,7825.200195,7849.25,7849.25,127000
11/24/2015,7837,7870.350098,7812.649902,7831.600098,7831.600098,130600
11/26/2015,7837.149902,7897.100098,7832,7883.799805,7883.799805,219800
11/27/2015,7910.600098,7959.299805,7879.450195,7942.700195,7942.700195,150300
11/30/2015,7936.25,7966,7922.799805,7935.25,7935.25,216300
12/1/2015,7958.149902,7972.149902,7934.149902,7954.899902,7954.899902,138600
12/2/2015,7976.700195,7979.299805,7910.799805,7931.350098,7931.350098,126300
12/3/2015,7902.299805,7912.299805,7853.299805,7864.149902,7864.149902,125700
12/4/2015,7817.600098,7821.399902,7775.700195,7781.899902,7781.899902,152500
12/7/2015,7816.549805,7825.399902,7746.049805,7765.399902,7765.399902,137600
12/8/2015,7738.5,7771.25,7685.450195,7701.700195,7701.700195,135100
12/9/2015,7695.5,7702.850098,7606.899902,7612.5,7612.5,140000
12/10/2015,7643.299805,7691.950195,7610,7683.299805,7683.299805,140800
12/11/2015,7699.600098,7703.049805,7575.299805,7610.450195,7610.450195,167800
12/14/2015,7558.200195,7663.950195,7551.049805,7650.049805,7650.049805,148900
12/15/2015,7659.149902,7705,7625.100098,7700.899902,7700.899902,134300
12/16/2015,7725.25,7776.600098,7715.75,7750.899902,7750.899902,154300
12/17/2015,7783.049805,7852.899902,7737.549805,7844.350098,7844.350098,175900
12/18/2015,7828.899902,7836.149902,7753.350098,7761.950195,7761.950195,191400
12/21/2015,7745.649902,7840.75,7733.450195,7834.450195,7834.450195,126300
12/22/2015,7829.399902,7846.299805,7776.850098,7786.100098,7786.100098,125700
12/23/2015,7830.450195,7871.450195,7826.100098,7865.950195,7865.950195,117900
12/24/2015,7888.75,7888.75,7835.5,7861.049805,7861.049805,93500
12/28/2015,7863.200195,7937.200195,7863,7925.149902,7925.149902,122900
12/29/2015,7929.200195,7942.149902,7902.75,7928.950195,7928.950195,113000
12/30/2015,7938.600098,7944.75,7889.850098,7896.25,7896.25,106800
12/31/2015,7897.799805,7955.549805,7891.149902,7946.350098,7946.350098,150900
1/4/2016,7924.549805,7937.549805,7781.100098,7791.299805,7791.299805,134700
1/5/2016,7828.399902,7831.200195,7763.25,7784.649902,7784.649902,145200
1/6/2016,7788.049805,7800.950195,7721.200195,7741,7741,147100
1/7/2016,7673.350098,7674.950195,7556.600098,7568.299805,7568.299805,188900
1/8/2016,7611.649902,7634.100098,7581.049805,7601.350098,7601.350098,157400
1/11/2016,7527.450195,7605.100098,7494.350098,7563.850098,7563.850098,189000
1/12/2016,7587.200195,7588.299805,7487.799805,7510.299805,7510.299805,163900
1/13/2016,7557.899902,7590.950195,7425.799805,7562.399902,7562.399902,215200
1/14/2016,7467.399902,7604.799805,7443.799805,7536.799805,7536.799805,200800
1/15/2016,7561.649902,7566.5,7427.299805,7437.799805,7437.799805,197500
1/18/2016,7420.350098,7463.649902,7336.399902,7351,7351,233600
1/19/2016,7381.799805,7462.75,7364.149902,7435.100098,7435.100098,188300
1/20/2016,7357,7470.899902,7241.5,7309.299805,7309.299805,225600
1/21/2016,7376.649902,7398.700195,7250,7276.799805,7276.799805,240700
1/22/2016,7355.700195,7433.399902,7327.600098,7422.450195,7422.450195,229200
1/25/2016,7468.75,7487.149902,7421.200195,7436.149902,7436.149902,163200
1/27/2016,7469.600098,7477.899902,7419.700195,7437.75,7437.75,187600
1/28/2016,7426.5,7468.850098,7409.600098,7424.649902,7424.649902,274500
1/29/2016,7413.350098,7575.649902,7402.799805,7563.549805,7563.549805,298700
2/1/2016,7589.5,7600.450195,7541.25,7555.950195,7555.950195,200400
2/2/2016,7566.649902,7576.299805,7428.049805,7455.549805,7455.549805,230200
2/3/2016,7392.450195,7419.399902,7350.299805,7361.799805,7361.799805,192000
2/4/2016,7411.450195,7457.049805,7365.950195,7404,7404,222700
2/5/2016,7418.25,7503.149902,7406.649902,7489.100098,7489.100098,249800
2/8/2016,7489.700195,7512.549805,7363.200195,7387.25,7387.25,171500
2/9/2016,7303.950195,7323.450195,7275.149902,7298.200195,7298.200195,212100
2/10/2016,7264.299805,7271.850098,7177.75,7215.700195,7215.700195,246900
2/11/2016,7203.600098,7208.649902,6959.950195,6976.350098,6976.350098,292300
2/12/2016,7023.649902,7034.799805,6869,6980.950195,6980.950195,333900
2/15/2016,7057.350098,7182.799805,7056.799805,7162.950195,7162.950195,354200
2/16/2016,7201.25,7204.649902,7037.700195,7048.25,7048.25,253800
2/17/2016,7058.850098,7123.700195,6960.649902,7108.450195,7108.450195,260000
2/18/2016,7177.399902,7215.100098,7127.850098,7191.75,7191.75,246700
2/19/2016,7170.549805,7226.850098,7145.950195,7210.75,7210.75,192300
2/22/2016,7208.850098,7252.399902,7200.700195,7234.549805,7234.549805,154400
2/23/2016,7240.299805,7241.700195,7090.700195,7109.549805,7109.549805,194400
2/24/2016,7075,7090.799805,7009.75,7018.700195,7018.700195,199700
2/25/2016,7029.850098,7034.200195,6961.399902,6970.600098,6970.600098,283100
2/26/2016,7039.299805,7052.899902,6985.100098,7029.75,7029.75,206700
2/29/2016,7050.450195,7094.600098,6825.799805,6987.049805,6987.049805,473400
3/1/2016,7038.25,7235.5,7035.100098,7222.299805,7222.299805,275100
3/2/2016,7321.700195,7380.350098,7308.149902,7368.850098,7368.850098,338500
3/3/2016,7429.549805,7483.950195,7406.049805,7475.600098,7475.600098,278600
3/4/2016,7505.399902,7505.899902,7444.100098,7485.350098,7485.350098,281700
3/8/2016,7486.399902,7527.149902,7442.149902,7485.299805,7485.299805,257000
3/9/2016,7436.100098,7539,7424.299805,7531.799805,7531.799805,245100
3/10/2016,7545.350098,7547.100098,7447.399902,7486.149902,7486.149902,224700
3/11/2016,7484.850098,7543.950195,7460.600098,7510.200195,7510.200195,198700
3/14/2016,7542.600098,7583.700195,7515.049805,7538.75,7538.75,166900
3/15/2016,7535.850098,7545.200195,7452.799805,7460.600098,7460.600098,193700
3/16/2016,7457.049805,7508,7405.149902,7498.75,7498.75,195400
3/17/2016,7557.399902,7585.299805,7479.399902,7512.549805,7512.549805,239600
3/18/2016,7534.649902,7613.600098,7517.899902,7604.350098,7604.350098,237400
3/21/2016,7619.200195,7713.549805,7617.700195,7704.25,7704.25,196800
3/22/2016,7695.549805,7728.200195,7643.799805,7714.899902,7714.899902,208900
3/23/2016,7717.450195,7726.850098,7670.600098,7716.5,7716.5,199600
3/28/2016,7741,7749.399902,7587.700195,7615.100098,7615.100098,242400
3/29/2016,7606.549805,7652.899902,7582.25,7597,7597,216800
3/30/2016,7651.100098,7741.950195,7643.450195,7735.200195,7735.200195,232600
3/31/2016,7727.649902,7777.600098,7702,7738.399902,7738.399902,380100
4/1/2016,7718.049805,7740.149902,7666.100098,7713.049805,7713.049805,183900
4/4/2016,7733.149902,7764.450195,7704.399902,7758.799805,7758.799805,155500
4/5/2016,7736.299805,7736.299805,7588.649902,7603.200195,7603.200195,203800
4/6/2016,7636.049805,7638.649902,7591.75,7614.350098,7614.350098,165600
4/7/2016,7630.399902,7630.75,7535.850098,7546.450195,7546.450195,234400
4/8/2016,7542.350098,7569.350098,7526.700195,7555.200195,7555.200195,143400
4/11/2016,7577.799805,7678.799805,7516.850098,7671.399902,7671.399902,179800
4/12/2016,7669.25,7717.399902,7663.350098,7708.950195,7708.950195,163400
4/13/2016,7777.149902,7864.799805,7772.200195,7850.450195,7850.450195,220400
4/18/2016,7908.149902,7920.600098,7842.75,7914.700195,7914.700195,184600
4/20/2016,7950.049805,7950.399902,7877.549805,7914.75,7914.75,205300
4/21/2016,7953.649902,7978.450195,7884.100098,7912.049805,7912.049805,223700
4/22/2016,7891.799805,7923.350098,7873.350098,7899.299805,7899.299805,183300
4/25/2016,7894.799805,7911,7827,7855.049805,7855.049805,146300
4/26/2016,7828.149902,7974.5,7822.549805,7962.649902,7962.649902,202400
4/27/2016,7942,7991,7940.549805,7979.899902,7979.899902,206800
4/28/2016,7967.399902,7992,7834.450195,7847.25,7847.25,292500
4/29/2016,7844.25,7889.049805,7788.700195,7849.799805,7849.799805,243700
5/2/2016,7822.700195,7829.799805,7777.299805,7805.899902,7805.899902,146300
5/3/2016,7824.799805,7890.25,7735.149902,7747,7747,186500
5/4/2016,7724.149902,7749,7697.25,7706.549805,7706.549805,199700
5/5/2016,7731,7777.549805,7706.850098,7735.5,7735.5,185100
5/6/2016,7717.649902,7738.899902,7678.350098,7733.450195,7733.450195,163600
5/9/2016,7755.25,7873.649902,7753.549805,7866.049805,7866.049805,160600
5/10/2016,7873.549805,7896.899902,7837.700195,7887.799805,7887.799805,162000
5/11/2016,7804.649902,7893.100098,7780.899902,7848.850098,7848.850098,214100
5/12/2016,7871.450195,7916.049805,7849.649902,7900.399902,7900.399902,152700
5/13/2016,7881,7881,7784.200195,7814.899902,7814.899902,179500
5/16/2016,7831.200195,7873.899902,7772.149902,7860.75,7860.75,205200
5/17/2016,7896.850098,7940.100098,7879.700195,7890.75,7890.75,183400
5/18/2016,7846.75,7882.049805,7810.75,7870.149902,7870.149902,156400
5/19/2016,7875.5,7876.200195,7766.799805,7783.399902,7783.399902,170400
5/20/2016,7792.200195,7812.399902,7735.75,7749.700195,7749.700195,157000
5/23/2016,7813.950195,7820.600098,7722.200195,7731.049805,7731.049805,172000
5/24/2016,7738.049805,7761.549805,7715.799805,7748.850098,7748.850098,147000
5/25/2016,7811.799805,7941.200195,7809.299805,7934.899902,7934.899902,176200
5/26/2016,7974.450195,8083,7948.5,8069.649902,8069.649902,264300
5/27/2016,8081.950195,8164.200195,8077.049805,8156.649902,8156.649902,260900
5/30/2016,8166.5,8200,8150.799805,8178.5,8178.5,247400
5/31/2016,8209.849609,8213.599609,8134.299805,8160.100098,8160.100098,471000
6/1/2016,8179.200195,8215.349609,8171.049805,8179.950195,8179.950195,194400
6/2/2016,8156.899902,8229.5,8154.75,8218.950195,8218.950195,181700
6/3/2016,8246.200195,8262,8209.849609,8220.799805,8220.799805,379000
6/6/2016,8228.75,8234.700195,8186.049805,8201.049805,8201.049805,171600
6/7/2016,8235.549805,8294.950195,8216.400391,8266.450195,8266.450195,241900
6/8/2016,8285.5,8288.900391,8252.049805,8273.049805,8273.049805,174300
6/9/2016,8273.349609,8273.349609,8184.600098,8203.599609,8203.599609,174900
6/10/2016,8180.25,8265.599609,8162.850098,8170.049805,8170.049805,182200
6/13/2016,8102.25,8125.25,8063.899902,8110.600098,8110.600098,169700
6/14/2016,8134.399902,8134.950195,8069.5,8108.850098,8108.850098,145500
6/15/2016,8139.399902,8213.200195,8123.149902,8206.599609,8206.599609,169800
6/16/2016,8180.649902,8180.649902,8074.450195,8140.75,8140.75,189200
6/17/2016,8176.649902,8195.25,8135.799805,8170.200195,8170.200195,166600
6/20/2016,8115.75,8244.150391,8107.350098,8238.5,8238.5,168600
6/21/2016,8255.400391,8257.25,8202.150391,8219.900391,8219.900391,137000
6/22/2016,8213.650391,8238.349609,8153.25,8203.700195,8203.700195,136100
6/23/2016,8201.150391,8285.599609,8188.299805,8270.450195,8270.450195,154100
6/24/2016,8029.100098,8100.700195,7927.049805,8088.600098,8088.600098,297600
6/27/2016,8039.350098,8120.649902,8039.350098,8094.700195,8094.700195,162500
6/28/2016,8096.049805,8146.350098,8086.850098,8127.850098,8127.850098,170400
6/29/2016,8173.100098,8212.400391,8157.649902,8204,8204,147000
6/30/2016,8260.25,8308.150391,8242.099609,8287.75,8287.75,279400
7/1/2016,8313.049805,8356.75,8308.650391,8328.349609,8328.349609,165500
7/4/2016,8376.75,8398.450195,8364.700195,8370.700195,8370.700195,154200
7/5/2016,8379.299805,8381.450195,8319.950195,8335.950195,8335.950195,139000
7/7/2016,8342,8361.950195,8317.700195,8337.900391,8337.900391,155500
7/8/2016,8350,8353.299805,8287.549805,8323.200195,8323.200195,137900
7/11/2016,8413.349609,8475.25,8407.049805,8467.900391,8467.900391,149800
7/12/2016,8502.599609,8526.599609,8479.200195,8521.049805,8521.049805,183600
7/13/2016,8540.450195,8550.25,8493.549805,8519.5,8519.5,195500
7/14/2016,8515.75,8571.400391,8500.700195,8565,8565,153900
7/15/2016,8565.450195,8594.799805,8510.049805,8541.400391,8541.400391,221700
7/18/2016,8564.049805,8587.099609,8494.349609,8508.700195,8508.700195,164300
7/19/2016,8514.299805,8540.049805,8476.700195,8528.549805,8528.549805,167900
7/20/2016,8515.450195,8569.900391,8512.549805,8565.849609,8565.849609,160300
7/21/2016,8582.700195,8585.25,8503.450195,8510.099609,8510.099609,150000
7/22/2016,8519.650391,8548.950195,8489.799805,8541.200195,8541.200195,143200
7/25/2016,8519.950195,8641.150391,8517.200195,8635.650391,8635.650391,150000
7/26/2016,8633.75,8644.900391,8577.150391,8590.650391,8590.650391,154800
7/27/2016,8599.400391,8665,8572.049805,8615.799805,8615.799805,184100
7/28/2016,8636.950195,8674.700195,8625.25,8666.299805,8666.299805,233500
7/29/2016,8668.299805,8670.349609,8631.150391,8638.5,8638.5,157000
8/1/2016,8654.299805,8711.299805,8590.5,8636.549805,8636.549805,188400
8/2/2016,8647.450195,8687.200195,8611.400391,8622.900391,8622.900391,169400
8/3/2016,8635.200195,8635.450195,8529.599609,8544.849609,8544.849609,163000
8/4/2016,8599.950195,8601.400391,8518.150391,8551.099609,8551.099609,164700
8/5/2016,8600.200195,8689.400391,8590.150391,8683.150391,8683.150391,157900
8/8/2016,8712.849609,8723.5,8697.599609,8711.349609,8711.349609,172600
8/9/2016,8727.799805,8728.349609,8638.200195,8678.25,8678.25,200100
8/10/2016,8686.700195,8690.099609,8564.599609,8575.299805,8575.299805,173600
8/11/2016,8572.799805,8601.150391,8540.049805,8592.150391,8592.150391,189200
8/16/2016,8670.25,8682.349609,8600.450195,8642.549805,8642.549805,224800
8/17/2016,8639.799805,8667.099609,8603.599609,8624.049805,8624.049805,174100
8/18/2016,8648.849609,8690.700195,8645.049805,8673.25,8673.25,164300
8/19/2016,8694.299805,8696.599609,8647.099609,8666.900391,8666.900391,191900
8/22/2016,8667,8684.849609,8614,8629.150391,8629.150391,152300
8/23/2016,8628.349609,8642.150391,8580,8632.599609,8632.599609,187500
8/24/2016,8648.5,8661.049805,8620.900391,8650.299805,8650.299805,149600
8/25/2016,8668.849609,8683.049805,8583.650391,8592.200195,8592.200195,213100
8/26/2016,8614.349609,8622.950195,8547.549805,8572.549805,8572.549805,147500
8/29/2016,8583.75,8622,8543.75,8607.450195,8607.450195,129700
8/30/2016,8646.75,8750.599609,8642.25,8744.349609,8744.349609,150200
8/31/2016,8754.049805,8819.200195,8754.049805,8786.200195,8786.200195,362200
9/1/2016,8793.599609,8813.25,8759.950195,8774.650391,8774.650391,238900
9/2/2016,8796.349609,8824.099609,8768.200195,8809.650391,8809.650391,191500
9/6/2016,8852.700195,8950.849609,8848.450195,8943,8943,195600
9/7/2016,8968.700195,8968.700195,8913.349609,8917.950195,8917.950195,290100
9/8/2016,8915.5,8960.349609,8896,8952.5,8952.5,217200
9/9/2016,8934.299805,8939.150391,8858.700195,8866.700195,8866.700195,175900
9/12/2016,8732.950195,8746.950195,8699.400391,8715.599609,8715.599609,184500
9/14/2016,8710.650391,8739.849609,8688.900391,8726.599609,8726.599609,184300
9/15/2016,8743.849609,8751.950195,8704.349609,8742.549805,8742.549805,145400
9/16/2016,8780.849609,8847.650391,8750.5,8779.849609,8779.849609,265800
9/19/2016,8788.450195,8824.299805,8774.200195,8808.400391,8808.400391,131700
9/20/2016,8816.099609,8816.450195,8759.299805,8775.900391,8775.900391,136500
9/21/2016,8790.299805,8826.849609,8757.299805,8777.150391,8777.150391,148800
9/22/2016,8873.349609,8893.349609,8837.799805,8867.450195,8867.450195,172800
9/23/2016,8880.75,8885.200195,8820.299805,8831.549805,8831.549805,185900
9/26/2016,8807.900391,8809.549805,8715.099609,8723.049805,8723.049805,164000
9/27/2016,8748.900391,8768.5,8690.5,8706.400391,8706.400391,151400
9/28/2016,8711.200195,8767.049805,8703.150391,8745.150391,8745.150391,165500
9/29/2016,8792.700195,8800.650391,8558.25,8591.25,8591.25,372900
9/30/2016,8581.5,8637.150391,8555.200195,8611.150391,8611.150391,181700
10/3/2016,8666.150391,8745.200195,8635,8738.099609,8738.099609,137300
10/4/2016,8770,8783.650391,8736.099609,8769.150391,8769.150391,184300
10/5/2016,8806.349609,8806.950195,8731.400391,8743.950195,8743.950195,157200
10/6/2016,8768.700195,8781.150391,8684.650391,8709.549805,8709.549805,163600
10/7/2016,8721.700195,8723.700195,8663.799805,8697.599609,8697.599609,150400
10/10/2016,8735.349609,8745.799805,8703.950195,8708.799805,8708.799805,108400
10/13/2016,8671.5,8681.549805,8541.349609,8573.349609,8573.349609,212300
10/14/2016,8594,8604.450195,8549.799805,8583.400391,8583.400391,162800
